sensorId:Sensor1, time: 1378671482107, value: 1516102473,
sensorId:Sensor2, time: 1378671484629, value: 912046700,
sensorId:Sensor3, time: 1378671484629, value: 912046700,
sensorId:Sensor1, time: 1378671484730, value: 850871624,
sensorId:Sensor2, time: 1378671484730, value: 850871624,
sensorId:Sensor3, time: 1378671484730, value: 850871624,
sensorId:Sensor1, time: 1378671484831, value: 791235545,
sensorId:Sensor3, time: 1378671484831, value: 791235545,
sensorId:Sensor2, time: 1378671484831, value: 791235545,
sensorId:Sensor1, time: 1378671484931, value: 1570336743,
sensorId:Sensor3, time: 1378671484932, value: 1572260488,
sensorId:Sensor2, time: 1378671484932, value: 1572260488,
sensorId:Sensor1, time: 1378671485032, value: 1610735378,
sensorId:Sensor3, time: 1378671485032, value: 1610735378,
sensorId:Sensor2, time: 1378671485033, value: 1611120127,
sensorId:Sensor1, time: 1378671485133, value: 1551099298,
sensorId:Sensor3, time: 1378671485133, value: 1551099298,
sensorId:Sensor2, time: 1378671485133, value: 1551099298,
sensorId:Sensor1, time: 1378671485234, value: 1477612259,
sensorId:Sensor2, time: 1378671485234, value: 1477612259,
sensorId:Sensor3, time: 1378671485234, value: 1477612259,
sensorId:Sensor1, time: 1378671485335, value: 1417976179,
sensorId:Sensor2, time: 1378671485335, value: 1417976179,
sensorId:Sensor3, time: 1378671485335, value: 1417976179,
sensorId:Sensor1, time: 1378671485435, value: 1456451069,
sensorId:Sensor2, time: 1378671485436, value: 1458374814,
sensorId:Sensor3, time: 1378671485436, value: 1458374814,
sensorId:Sensor1, time: 1378671485536, value: 1804648824,
sensorId:Sensor2, time: 1378671485536, value: 1804648824,
sensorId:Sensor3, time: 1378671485536, value: 1804648824,
sensorId:Sensor1, time: 1378671485637, value: 1745012744,
sensorId:Sensor2, time: 1378671485637, value: 1745012744,
sensorId:Sensor3, time: 1378671485637, value: 1745012744,
sensorId:Sensor1, time: 1378671485738, value: 1683837669,
sensorId:Sensor2, time: 1378671485738, value: 1683837669,
sensorId:Sensor3, time: 1378671485738, value: 1683837669,
sensorId:Sensor1, time: 1378671485839, value: 1624201589,
sensorId:Sensor2, time: 1378671485839, value: 1624201589,
sensorId:Sensor3, time: 1378671485839, value: 1624201589,
sensorId:Sensor1, time: 1378671485939, value: 1650364515,
sensorId:Sensor3, time: 1378671485939, value: 1650364515,
sensorId:Sensor2, time: 1378671485939, value: 1650364515,
sensorId:Sensor1, time: 1378671486040, value: 1986250304,
sensorId:Sensor3, time: 1378671486040, value: 1986250304,
sensorId:Sensor2, time: 1378671486040, value: 1986250304,
sensorId:Sensor1, time: 1378671486140, value: 1926229476,
sensorId:Sensor3, time: 1378671486140, value: 1926229476,
sensorId:Sensor2, time: 1378671486140, value: 1926229476,
sensorId:Sensor1, time: 1378671486241, value: 1878905361,
sensorId:Sensor2, time: 1378671486241, value: 1878905361,
sensorId:Sensor3, time: 1378671486241, value: 1878905361,
sensorId:Sensor1, time: 1378671486342, value: 1817730286,
sensorId:Sensor3, time: 1378671486342, value: 1817730286,
sensorId:Sensor2, time: 1378671486342, value: 1817730286,
sensorId:Sensor1, time: 1378671486442, value: 1856205176,
sensorId:Sensor2, time: 1378671486443, value: 1856589925,
sensorId:Sensor3, time: 1378671486443, value: 1856589925,
sensorId:Sensor1, time: 1378671486543, value: 2104415326,
sensorId:Sensor2, time: 1378671486543, value: 2104415326,
sensorId:Sensor3, time: 1378671486543, value: 2104415326,
sensorId:Sensor3, time: 1378671486644, value: 2120142922,
sensorId:Sensor2, time: 1378671486644, value: 2120142922,
sensorId:Sensor1, time: 1378671486644, value: 2120142922,
sensorId:Sensor3, time: 1378671486745, value: 2060506842,
sensorId:Sensor1, time: 1378671486745, value: 2060506842,
sensorId:Sensor2, time: 1378671486745, value: 2060506842,
sensorId:Sensor3, time: 1378671486846, value: 2097827485,
sensorId:Sensor1, time: 1378671486846, value: 2097827485,
sensorId:Sensor2, time: 1378671486846, value: 2097827485,
sensorId:Sensor3, time: 1378671486947, value: 2050503371,
sensorId:Sensor1, time: 1378671486947, value: 2050503371,
sensorId:Sensor2, time: 1378671486947, value: 2050503371,
sensorId:Sensor3, time: 1378671487047, value: 808533921,
sensorId:Sensor1, time: 1378671487048, value: 810457666,
sensorId:Sensor2, time: 1378671487048, value: 810457666,
sensorId:Sensor3, time: 1378671487148, value: 750436837,
sensorId:Sensor1, time: 1378671487149, value: 750821586,
sensorId:Sensor2, time: 1378671487149, value: 750821586,
sensorId:Sensor1, time: 1378671487249, value: 678488793,
sensorId:Sensor2, time: 1378671487249, value: 678488793,
sensorId:Sensor3, time: 1378671487249, value: 678488793,
sensorId:Sensor1, time: 1378671487350, value: 715809436,
sensorId:Sensor2, time: 1378671487350, value: 715809436,
sensorId:Sensor3, time: 1378671487350, value: 715809436,
sensorId:Sensor1, time: 1378671487451, value: 656173357,
sensorId:Sensor2, time: 1378671487451, value: 656173357,
sensorId:Sensor3, time: 1378671487451, value: 656173357,
sensorId:Sensor1, time: 1378671487552, value: 1004371111,
sensorId:Sensor2, time: 1378671487552, value: 1004371111,
sensorId:Sensor3, time: 1378671487552, value: 1004371111,
sensorId:Sensor1, time: 1378671487652, value: 944350283,
sensorId:Sensor2, time: 1378671487652, value: 944350283,
sensorId:Sensor3, time: 1378671487653, value: 944735032,
sensorId:Sensor2, time: 1378671487753, value: 884714203,
sensorId:Sensor1, time: 1378671487753, value: 884714203,
sensorId:Sensor3, time: 1378671487753, value: 884714203,
sensorId:Sensor3, time: 1378671487854, value: 922034847,
sensorId:Sensor1, time: 1378671487854, value: 922034847,
sensorId:Sensor2, time: 1378671487854, value: 922034847,
sensorId:Sensor3, time: 1378671487955, value: 850086802,
sensorId:Sensor1, time: 1378671487955, value: 850086802,
sensorId:Sensor2, time: 1378671487955, value: 850086802,
sensorId:Sensor3, time: 1378671488055, value: 1185972592,
sensorId:Sensor2, time: 1378671488056, value: 1185972592,
sensorId:Sensor1, time: 1378671488056, value: 1185972592,
sensorId:Sensor3, time: 1378671488156, value: 1125951764,
sensorId:Sensor1, time: 1378671488156, value: 1125951764,
sensorId:Sensor2, time: 1378671488156, value: 1125951764,
sensorId:Sensor3, time: 1378671488257, value: 1078627649,
sensorId:Sensor1, time: 1378671488257, value: 1078627649,
sensorId:Sensor2, time: 1378671488257, value: 1078627649,
sensorId:Sensor3, time: 1378671488358, value: 1115948292,
sensorId:Sensor2, time: 1378671488358, value: 1115948292,
sensorId:Sensor1, time: 1378671488358, value: 1115948292,
sensorId:Sensor3, time: 1378671488458, value: 1055927464,
sensorId:Sensor1, time: 1378671488458, value: 1055927464,
sensorId:Sensor2, time: 1378671488458, value: 1055927464,
sensorId:Sensor3, time: 1378671488559, value: 1390274258,
sensorId:Sensor1, time: 1378671488559, value: 1390274258,
sensorId:Sensor2, time: 1378671488559, value: 1390274258,
sensorId:Sensor3, time: 1378671488660, value: 1319865209,
sensorId:Sensor2, time: 1378671488660, value: 1319865209,
sensorId:Sensor1, time: 1378671488660, value: 1319865209,
sensorId:Sensor3, time: 1378671488760, value: 1358724848,
sensorId:Sensor1, time: 1378671488761, value: 1358724848,
sensorId:Sensor2, time: 1378671488761, value: 1358724848,
sensorId:Sensor3, time: 1378671488861, value: 1298704020,
sensorId:Sensor2, time: 1378671488862, value: 1297549773,
sensorId:Sensor1, time: 1378671488862, value: 1297549773,
sensorId:Sensor3, time: 1378671488962, value: 1249840910,
sensorId:Sensor1, time: 1378671488962, value: 1249840910,
sensorId:Sensor2, time: 1378671488962, value: 1249840910,
sensorId:Sensor3, time: 1378671489063, value: 8256209,
sensorId:Sensor1, time: 1378671489063, value: 8256209,
sensorId:Sensor2, time: 1378671489063, value: 8256209,
sensorId:Sensor3, time: 1378671489163, value: 49840875,
sensorId:Sensor1, time: 1378671489164, value: 49840875,
sensorId:Sensor2, time: 1378671489164, value: 49840875,
sensorId:Sensor3, time: 1378671489264, value: 23677950,
sensorId:Sensor2, time: 1378671489264, value: 23677950,
sensorId:Sensor1, time: 1378671489265, value: 23293201,
sensorId:Sensor3, time: 1378671489365, value: 83314029,
sensorId:Sensor2, time: 1378671489365, value: 83314029,
sensorId:Sensor1, time: 1378671489365, value: 83314029,
sensorId:Sensor2, time: 1378671489466, value: 144489104,
sensorId:Sensor1, time: 1378671489466, value: 144489104,
sensorId:Sensor3, time: 1378671489466, value: 144489104,
sensorId:Sensor2, time: 1378671489567, value: 189857690,
sensorId:Sensor3, time: 1378671489567, value: 189857690,
sensorId:Sensor1, time: 1378671489567, value: 189857690,
sensorId:Sensor3, time: 1378671489667, value: 142148826,
sensorId:Sensor1, time: 1378671489667, value: 142148826,
sensorId:Sensor2, time: 1378671489667, value: 142148826,
sensorId:Sensor2, time: 1378671489768, value: 182547461,
sensorId:Sensor1, time: 1378671489768, value: 182547461,
sensorId:Sensor3, time: 1378671489768, value: 182547461,
sensorId:Sensor2, time: 1378671489868, value: 122526632,
sensorId:Sensor1, time: 1378671489868, value: 122526632,
sensorId:Sensor3, time: 1378671489868, value: 122526632,
sensorId:Sensor3, time: 1378671489969, value: 50578588,
sensorId:Sensor1, time: 1378671489969, value: 50578588,
sensorId:Sensor2, time: 1378671489969, value: 50578588,
sensorId:Sensor1, time: 1378671490035, value: 74433020,
sensorId:Sensor2, time: 1378671490035, value: 74433020,
sensorId:Sensor3, time: 1378671490035, value: 74433020,
sensorId:Sensor3, time: 1378671490069, value: 384540633,
sensorId:Sensor1, time: 1378671490069, value: 384540633,
sensorId:Sensor2, time: 1378671490069, value: 384540633,
sensorId:Sensor3, time: 1378671490136, value: 410318810,
sensorId:Sensor1, time: 1378671490136, value: 410318810,
sensorId:Sensor2, time: 1378671490136, value: 410318810,
sensorId:Sensor3, time: 1378671490170, value: 421861277,
sensorId:Sensor2, time: 1378671490170, value: 421861277,
sensorId:Sensor1, time: 1378671490170, value: 421861277,
sensorId:Sensor1, time: 1378671490237, value: 350682730,
sensorId:Sensor3, time: 1378671490237, value: 350682730,
sensorId:Sensor2, time: 1378671490237, value: 350682730,
sensorId:Sensor3, time: 1378671490271, value: 362225197,
sensorId:Sensor2, time: 1378671490271, value: 362225197,
sensorId:Sensor1, time: 1378671490271, value: 362225197,
sensorId:Sensor1, time: 1378671490338, value: 301819620,
sensorId:Sensor3, time: 1378671490338, value: 301819620,
sensorId:Sensor2, time: 1378671490338, value: 301819620,
sensorId:Sensor3, time: 1378671490371, value: 314516334,
sensorId:Sensor1, time: 1378671490371, value: 314516334,
sensorId:Sensor2, time: 1378671490371, value: 314516334,
sensorId:Sensor1, time: 1378671490438, value: 241798791,
sensorId:Sensor3, time: 1378671490439, value: 242183540,
sensorId:Sensor2, time: 1378671490439, value: 242183540,
sensorId:Sensor3, time: 1378671490472, value: 256419250,
sensorId:Sensor1, time: 1378671490472, value: 256419250,
sensorId:Sensor2, time: 1378671490472, value: 256419250,
sensorId:Sensor1, time: 1378671490539, value: 280658430,
sensorId:Sensor2, time: 1378671490539, value: 280658430,
sensorId:Sensor3, time: 1378671490539, value: 280658430,
sensorId:Sensor3, time: 1378671490573, value: 590766044,
sensorId:Sensor2, time: 1378671490573, value: 590766044,
sensorId:Sensor1, time: 1378671490573, value: 590766044,
sensorId:Sensor1, time: 1378671490640, value: 604232255,
sensorId:Sensor2, time: 1378671490640, value: 604232255,
sensorId:Sensor3, time: 1378671490640, value: 604232255,
sensorId:Sensor3, time: 1378671490674, value: 615774722,
sensorId:Sensor2, time: 1378671490674, value: 615774722,
sensorId:Sensor1, time: 1378671490674, value: 615774722,
sensorId:Sensor1, time: 1378671490741, value: 544596176,
sensorId:Sensor2, time: 1378671490741, value: 544596176,
sensorId:Sensor3, time: 1378671490741, value: 544596176,
sensorId:Sensor3, time: 1378671490774, value: 555753894,
sensorId:Sensor1, time: 1378671490775, value: 556138643,
sensorId:Sensor2, time: 1378671490775, value: 556138643,
sensorId:Sensor1, time: 1378671490842, value: 483421101,
sensorId:Sensor2, time: 1378671490842, value: 483421101,
sensorId:Sensor3, time: 1378671490842, value: 483421101,
sensorId:Sensor3, time: 1378671490875, value: 496117814,
sensorId:Sensor1, time: 1378671490875, value: 496117814,
sensorId:Sensor2, time: 1378671490875, value: 496117814,
sensorId:Sensor1, time: 1378671490942, value: 521895991,
sensorId:Sensor3, time: 1378671490943, value: 522280740,
sensorId:Sensor2, time: 1378671490943, value: 522280740,
sensorId:Sensor3, time: 1378671490976, value: 450332695,
sensorId:Sensor1, time: 1378671490976, value: 450332695,
sensorId:Sensor2, time: 1378671490976, value: 450332695,
sensorId:Sensor1, time: 1378671491043, value: 474571876,
sensorId:Sensor2, time: 1378671491043, value: 474571876,
sensorId:Sensor3, time: 1378671491043, value: 474571876,
sensorId:Sensor3, time: 1378671491077, value: 791252005,
sensorId:Sensor1, time: 1378671491077, value: 791252005,
sensorId:Sensor2, time: 1378671491077, value: 791252005,
sensorId:Sensor1, time: 1378671491144, value: 765473829,
sensorId:Sensor3, time: 1378671491144, value: 765473829,
sensorId:Sensor2, time: 1378671491144, value: 765473829,
sensorId:Sensor3, time: 1378671491178, value: 753931362,
sensorId:Sensor2, time: 1378671491178, value: 753931362,
sensorId:Sensor1, time: 1378671491178, value: 753931362,
sensorId:Sensor1, time: 1378671491245, value: 825109909,
sensorId:Sensor2, time: 1378671491245, value: 825109909,
sensorId:Sensor3, time: 1378671491245, value: 825109909,
sensorId:Sensor3, time: 1378671491278, value: 813952190,
sensorId:Sensor2, time: 1378671491278, value: 813567442,
sensorId:Sensor1, time: 1378671491278, value: 813567442,
sensorId:Sensor1, time: 1378671491346, value: 898596949,
sensorId:Sensor2, time: 1378671491346, value: 898596949,
sensorId:Sensor3, time: 1378671491346, value: 898596949,
sensorId:Sensor3, time: 1378671491379, value: 885900235,
sensorId:Sensor2, time: 1378671491379, value: 885900235,
sensorId:Sensor1, time: 1378671491379, value: 885900235,
sensorId:Sensor1, time: 1378671491446, value: 859737310,
sensorId:Sensor2, time: 1378671491447, value: 859737310,
sensorId:Sensor3, time: 1378671491447, value: 859737310,
sensorId:Sensor3, time: 1378671491480, value: 943997319,
sensorId:Sensor1, time: 1378671491480, value: 943997319,
sensorId:Sensor2, time: 1378671491480, value: 943997319,
sensorId:Sensor1, time: 1378671491547, value: 919758138,
sensorId:Sensor2, time: 1378671491548, value: 917834394,
sensorId:Sensor3, time: 1378671491548, value: 917834394,
sensorId:Sensor3, time: 1378671491581, value: 905137680,
sensorId:Sensor1, time: 1378671491581, value: 905137680,
sensorId:Sensor2, time: 1378671491581, value: 905137680,
sensorId:Sensor1, time: 1378671491648, value: 571560383,
sensorId:Sensor3, time: 1378671491649, value: 571175635,
sensorId:Sensor2, time: 1378671491649, value: 571175635,
sensorId:Sensor3, time: 1378671491681, value: 558863670,
sensorId:Sensor2, time: 1378671491682, value: 560017916,
sensorId:Sensor1, time: 1378671491682, value: 560017916,
sensorId:Sensor1, time: 1378671491749, value: 631196463,
sensorId:Sensor2, time: 1378671491749, value: 631196463,
sensorId:Sensor3, time: 1378671491749, value: 631196463,
sensorId:Sensor3, time: 1378671491782, value: 620038745,
sensorId:Sensor1, time: 1378671491782, value: 620038745,
sensorId:Sensor2, time: 1378671491782, value: 620038745,
sensorId:Sensor1, time: 1378671491850, value: 692371538,
sensorId:Sensor2, time: 1378671491850, value: 692371538,
sensorId:Sensor3, time: 1378671491850, value: 692371538,
sensorId:Sensor3, time: 1378671491883, value: 679674824,
sensorId:Sensor1, time: 1378671491883, value: 679674824,
sensorId:Sensor2, time: 1378671491883, value: 679674824,
sensorId:Sensor1, time: 1378671491950, value: 653896648,
sensorId:Sensor3, time: 1378671491951, value: 653511899,
sensorId:Sensor2, time: 1378671491951, value: 653511899,
sensorId:Sensor2, time: 1378671491984, value: 750083873,
sensorId:Sensor1, time: 1378671491984, value: 750083873,
sensorId:Sensor3, time: 1378671491984, value: 750083873,
sensorId:Sensor1, time: 1378671492051, value: 725844692,
sensorId:Sensor2, time: 1378671492052, value: 723920948,
sensorId:Sensor3, time: 1378671492052, value: 723920948,
sensorId:Sensor2, time: 1378671492085, value: 711224234,
sensorId:Sensor1, time: 1378671492085, value: 711224234,
sensorId:Sensor3, time: 1378671492085, value: 711224234,
sensorId:Sensor1, time: 1378671492152, value: 389958903,
sensorId:Sensor2, time: 1378671492152, value: 389958903,
sensorId:Sensor3, time: 1378671492152, value: 389958903,
sensorId:Sensor2, time: 1378671492185, value: 377262189,
sensorId:Sensor3, time: 1378671492185, value: 378416436,
sensorId:Sensor1, time: 1378671492185, value: 378416436,
sensorId:Sensor1, time: 1378671492253, value: 449594982,
sensorId:Sensor3, time: 1378671492253, value: 449594982,
sensorId:Sensor2, time: 1378671492253, value: 449594982,
sensorId:Sensor2, time: 1378671492286, value: 438437264,
sensorId:Sensor1, time: 1378671492286, value: 438437264,
sensorId:Sensor3, time: 1378671492286, value: 438437264,
sensorId:Sensor1, time: 1378671492353, value: 497303846,
sensorId:Sensor2, time: 1378671492354, value: 498458092,
sensorId:Sensor3, time: 1378671492354, value: 498458092,
sensorId:Sensor2, time: 1378671492387, value: 485761379,
sensorId:Sensor3, time: 1378671492387, value: 485761379,
sensorId:Sensor1, time: 1378671492387, value: 485761379,
sensorId:Sensor1, time: 1378671492454, value: 459983202,
sensorId:Sensor3, time: 1378671492455, value: 459598453,
sensorId:Sensor2, time: 1378671492455, value: 459598453,
sensorId:Sensor2, time: 1378671492488, value: 543858463,
sensorId:Sensor3, time: 1378671492488, value: 543858463,
sensorId:Sensor1, time: 1378671492488, value: 543858463,
sensorId:Sensor1, time: 1378671492555, value: 519619282,
sensorId:Sensor3, time: 1378671492555, value: 519619282,
sensorId:Sensor2, time: 1378671492555, value: 519619282,
sensorId:Sensor2, time: 1378671492588, value: 504998824,
sensorId:Sensor1, time: 1378671492589, value: 504998824,
sensorId:Sensor3, time: 1378671492589, value: 504998824,
sensorId:Sensor1, time: 1378671492656, value: 196045457,
sensorId:Sensor3, time: 1378671492656, value: 196045457,
sensorId:Sensor2, time: 1378671492656, value: 196045457,
sensorId:Sensor2, time: 1378671492689, value: 183348743,
sensorId:Sensor1, time: 1378671492689, value: 183348743,
sensorId:Sensor3, time: 1378671492689, value: 183348743,
sensorId:Sensor1, time: 1378671492757, value: 255681536,
sensorId:Sensor2, time: 1378671492757, value: 255681536,
sensorId:Sensor3, time: 1378671492758, value: 256451034,
sensorId:Sensor2, time: 1378671492790, value: 244523818,
sensorId:Sensor1, time: 1378671492790, value: 244523818,
sensorId:Sensor3, time: 1378671492790, value: 244523818,
sensorId:Sensor1, time: 1378671492857, value: 217206646,
sensorId:Sensor2, time: 1378671492858, value: 218360893,
sensorId:Sensor3, time: 1378671492859, value: 217976144,
sensorId:Sensor2, time: 1378671492891, value: 304159898,
sensorId:Sensor1, time: 1378671492891, value: 304159898,
sensorId:Sensor3, time: 1378671492891, value: 304159898,
sensorId:Sensor1, time: 1378671492958, value: 278381722,
sensorId:Sensor2, time: 1378671492959, value: 277996973,
sensorId:Sensor3, time: 1378671492960, value: 263761263,
sensorId:Sensor2, time: 1378671492991, value: 265685008,
sensorId:Sensor3, time: 1378671492992, value: 349945017,
sensorId:Sensor1, time: 1378671492992, value: 349945017,
sensorId:Sensor1, time: 1378671493059, value: 325705836,
sensorId:Sensor2, time: 1378671493059, value: 325705836,
sensorId:Sensor3, time: 1378671493060, value: 323782092,
sensorId:Sensor2, time: 1378671493092, value: 311470127,
sensorId:Sensor3, time: 1378671493092, value: 311470127,
sensorId:Sensor1, time: 1378671493092, value: 311470127,
sensorId:Sensor2, time: 1378671493160, value: 443007142,
sensorId:Sensor1, time: 1378671493160, value: 443007142,
sensorId:Sensor3, time: 1378671493161, value: 443391891,
sensorId:Sensor2, time: 1378671493193, value: 455703856,
sensorId:Sensor1, time: 1378671493193, value: 455703856,
sensorId:Sensor3, time: 1378671493193, value: 455703856,
sensorId:Sensor1, time: 1378671493261, value: 383371062,
sensorId:Sensor2, time: 1378671493261, value: 383371062,
sensorId:Sensor3, time: 1378671493261, value: 383371062,
sensorId:Sensor2, time: 1378671493294, value: 394528781,
sensorId:Sensor3, time: 1378671493294, value: 394528781,
sensorId:Sensor1, time: 1378671493294, value: 394528781,
sensorId:Sensor3, time: 1378671493362, value: 408379741,
sensorId:Sensor2, time: 1378671493362, value: 408379741,
sensorId:Sensor1, time: 1378671493362, value: 408379741,
sensorId:Sensor2, time: 1378671493395, value: 322580736,
sensorId:Sensor3, time: 1378671493395, value: 322580736,
sensorId:Sensor1, time: 1378671493395, value: 322580736,
sensorId:Sensor3, time: 1378671493463, value: 348743661,
sensorId:Sensor2, time: 1378671493463, value: 348743661,
sensorId:Sensor1, time: 1378671493463, value: 348743661,
sensorId:Sensor2, time: 1378671493495, value: 361055626,
sensorId:Sensor3, time: 1378671493495, value: 362979371,
sensorId:Sensor1, time: 1378671493495, value: 362979371,
sensorId:Sensor3, time: 1378671493564, value: 290646578,
sensorId:Sensor2, time: 1378671493564, value: 290646578,
sensorId:Sensor1, time: 1378671493564, value: 290646578,
sensorId:Sensor2, time: 1378671493596, value: 302958542,
sensorId:Sensor1, time: 1378671493596, value: 302958542,
sensorId:Sensor3, time: 1378671493596, value: 302958542,
sensorId:Sensor3, time: 1378671493664, value: 636920588,
sensorId:Sensor2, time: 1378671493664, value: 637305337,
sensorId:Sensor1, time: 1378671493664, value: 637305337,
sensorId:Sensor2, time: 1378671493697, value: 649617301,
sensorId:Sensor3, time: 1378671493697, value: 649617301,
sensorId:Sensor1, time: 1378671493697, value: 649617301,
sensorId:Sensor3, time: 1378671493765, value: 577284508,
sensorId:Sensor1, time: 1378671493765, value: 577284508,
sensorId:Sensor2, time: 1378671493765, value: 577284508,
sensorId:Sensor1, time: 1378671493798, value: 588442226,
sensorId:Sensor2, time: 1378671493798, value: 588442226,
sensorId:Sensor3, time: 1378671493798, value: 588442226,
sensorId:Sensor3, time: 1378671493866, value: 614605151,
sensorId:Sensor2, time: 1378671493866, value: 614605151,
sensorId:Sensor1, time: 1378671493866, value: 614605151,
sensorId:Sensor1, time: 1378671493899, value: 528806147,
sensorId:Sensor3, time: 1378671493899, value: 528806147,
sensorId:Sensor2, time: 1378671493899, value: 528806147,
sensorId:Sensor3, time: 1378671493967, value: 554969072,
sensorId:Sensor2, time: 1378671493967, value: 554969072,
sensorId:Sensor1, time: 1378671493967, value: 554969072,
sensorId:Sensor1, time: 1378671493999, value: 567281037,
sensorId:Sensor3, time: 1378671493999, value: 567281037,
sensorId:Sensor2, time: 1378671493999, value: 567281037,
sensorId:Sensor3, time: 1378671494067, value: 482636279,
sensorId:Sensor2, time: 1378671494068, value: 484560023,
sensorId:Sensor1, time: 1378671494068, value: 484560023,
sensorId:Sensor1, time: 1378671494100, value: 496871988,
sensorId:Sensor2, time: 1378671494100, value: 496871988,
sensorId:Sensor3, time: 1378671494100, value: 496871988,
sensorId:Sensor3, time: 1378671494168, value: 818522068,
sensorId:Sensor1, time: 1378671494168, value: 818522068,
sensorId:Sensor2, time: 1378671494168, value: 818522068,
sensorId:Sensor1, time: 1378671494201, value: 831218782,
sensorId:Sensor2, time: 1378671494201, value: 831218782,
sensorId:Sensor3, time: 1378671494201, value: 831218782,
sensorId:Sensor3, time: 1378671494269, value: 857381707,
sensorId:Sensor1, time: 1378671494269, value: 857381707,
sensorId:Sensor2, time: 1378671494269, value: 857381707,
sensorId:Sensor1, time: 1378671494302, value: 770043707,
sensorId:Sensor2, time: 1378671494302, value: 770043707,
